Date,Open,High,Low,Close,Adj Close,Volume
2020-09-10,8200.000000,8200.000000,7900.000000,7975.000000,7634.599609,25116900
2020-09-11,7850.000000,8300.000000,7800.000000,8300.000000,7945.727051,8948800
2020-09-14,8325.000000,8325.000000,8125.000000,8200.000000,7849.995117,17218200
2020-09-15,8200.000000,8225.000000,8050.000000,8100.000000,7754.264160,11223900
2020-09-16,8100.000000,8150.000000,8000.000000,8000.000000,7658.532227,3827300
2020-09-17,8025.000000,8100.000000,8000.000000,8075.000000,7730.331055,2734700
2020-09-18,8100.000000,8125.000000,8025.000000,8025.000000,7682.465332,8783200
2020-09-21,8025.000000,8075.000000,7950.000000,8000.000000,7658.532227,3295800
2020-09-22,7900.000000,8000.000000,7900.000000,7950.000000,7610.666504,7428400
2020-09-23,7950.000000,8000.000000,7900.000000,7925.000000,7586.733398,9067300
2020-09-24,7850.000000,7900.000000,7775.000000,7800.000000,7467.068848,7510400
2020-09-25,7850.000000,7975.000000,7775.000000,7925.000000,7586.733398,8029400
2020-09-28,7875.000000,7950.000000,7875.000000,7900.000000,7562.800781,5378100
2020-09-29,7900.000000,8200.000000,7900.000000,7975.000000,7634.599609,7464700
2020-09-30,8050.000000,8100.000000,7950.000000,8100.000000,7754.264160,5521300
2020-10-01,8075.000000,8100.000000,7975.000000,8025.000000,7682.465332,4384800
2020-10-02,7950.000000,8000.000000,7950.000000,8000.000000,7658.532227,3689800
2020-10-05,8100.000000,8100.000000,8000.000000,8075.000000,7730.331055,7906400
2020-10-06,8100.000000,8125.000000,7950.000000,7975.000000,7634.599609,6818900
2020-10-07,7975.000000,8025.000000,7925.000000,8000.000000,7658.532227,7614400
2020-10-08,8000.000000,8050.000000,7950.000000,8025.000000,7682.465332,5225600
2020-10-09,8025.000000,8050.000000,7975.000000,8050.000000,7706.397949,4652000
2020-10-12,8100.000000,8100.000000,7950.000000,7950.000000,7610.666504,6704300
2020-10-13,7950.000000,7975.000000,7900.000000,7975.000000,7634.599609,5744000
2020-10-14,7975.000000,7975.000000,7900.000000,7925.000000,7586.733398,9576500
2020-10-15,7925.000000,7975.000000,7900.000000,7925.000000,7586.733398,6237200
2020-10-16,7925.000000,8000.000000,7900.000000,8000.000000,7658.532227,4947200
2020-10-19,8000.000000,8025.000000,7900.000000,7900.000000,7562.800781,6586600
2020-10-20,7950.000000,8000.000000,7900.000000,8000.000000,7658.532227,4784600
2020-10-21,8000.000000,8025.000000,7950.000000,7950.000000,7610.666504,8550600
2020-10-22,7950.000000,8000.000000,7850.000000,7850.000000,7514.935059,9883400
2020-10-23,7825.000000,7950.000000,7800.000000,7925.000000,7586.733398,7956200
2020-10-26,7950.000000,7950.000000,7875.000000,7875.000000,7538.868164,5298300
2020-10-27,7875.000000,7900.000000,7750.000000,7825.000000,7491.001953,13298500
2020-11-02,7825.000000,7825.000000,7600.000000,7625.000000,7299.538574,17741500
2020-11-03,7725.000000,7850.000000,7650.000000,7825.000000,7491.001953,8572700
2020-11-04,7850.000000,7950.000000,7800.000000,7800.000000,7467.068848,6185300
2020-11-05,7950.000000,7975.000000,7775.000000,7900.000000,7562.800781,9875000
2020-11-06,7900.000000,8100.000000,7825.000000,8075.000000,7730.331055,18386900
2020-11-09,8075.000000,8100.000000,7850.000000,7950.000000,7610.666504,15537900
2020-11-10,8050.000000,8050.000000,7800.000000,7800.000000,7467.068848,25530300
2020-11-11,7850.000000,7875.000000,7750.000000,7750.000000,7419.203613,22515700
2020-11-12,7750.000000,7825.000000,7750.000000,7800.000000,7467.068848,11094800
2020-11-13,7825.000000,7875.000000,7750.000000,7750.000000,7419.203613,6119200
2020-11-16,7800.000000,7850.000000,7700.000000,7725.000000,7395.270508,14162300
2020-11-17,7725.000000,7800.000000,7725.000000,7775.000000,7443.136230,16284000
2020-11-18,7800.000000,7900.000000,7800.000000,7800.000000,7467.068848,20505800
2020-11-19,7800.000000,7850.000000,7750.000000,7775.000000,7443.136230,12509800
2020-11-20,7775.000000,7825.000000,7725.000000,7725.000000,7395.270508,11720600
2020-11-23,7800.000000,7875.000000,7750.000000,7825.000000,7491.001953,13048300
2020-11-24,7850.000000,7900.000000,7850.000000,7850.000000,7514.935059,13733400
2020-11-25,7850.000000,7900.000000,7725.000000,7725.000000,7395.270508,20714100
2020-11-26,7750.000000,7800.000000,7750.000000,7750.000000,7419.203613,9155400
2020-11-27,7750.000000,7800.000000,7725.000000,7750.000000,7419.203613,17354300
2020-11-30,7750.000000,7800.000000,7675.000000,7725.000000,7395.270508,43997600
2020-12-01,7650.000000,7750.000000,7650.000000,7700.000000,7455.299805,15747200
2020-12-02,7725.000000,7725.000000,7625.000000,7650.000000,7406.889160,23596500
2020-12-03,7650.000000,7675.000000,7525.000000,7550.000000,7310.066895,30312300
2020-12-04,7575.000000,7650.000000,7575.000000,7600.000000,7358.477539,10334600
2020-12-07,7625.000000,7750.000000,7625.000000,7675.000000,7431.094238,18574500
2020-12-08,7700.000000,7800.000000,7600.000000,7625.000000,7382.683105,21827800
2020-12-10,7675.000000,7725.000000,7550.000000,7550.000000,7310.066895,19499000
2020-12-11,7575.000000,7600.000000,7450.000000,7475.000000,7237.450195,18572300
2020-12-14,7500.000000,7550.000000,7475.000000,7500.000000,7261.655762,14561300
2020-12-15,7500.000000,7550.000000,7450.000000,7475.000000,7237.450195,11350700
2020-12-16,7500.000000,7575.000000,7475.000000,7500.000000,7261.655762,14947200
2020-12-17,7500.000000,7550.000000,7425.000000,7425.000000,7189.039063,19682500
2020-12-18,7425.000000,7675.000000,7425.000000,7600.000000,7358.477539,35360700
2020-12-21,7600.000000,7700.000000,7600.000000,7625.000000,7382.683105,20648100
2020-12-22,7625.000000,7650.000000,7450.000000,7475.000000,7237.450195,13101600
2020-12-23,7550.000000,7550.000000,7300.000000,7425.000000,7189.039063,13560700
2020-12-28,7500.000000,7500.000000,7375.000000,7450.000000,7213.244629,8543700
2020-12-29,7450.000000,7475.000000,7350.000000,7350.000000,7116.422363,8044100
2020-12-30,7450.000000,7550.000000,7350.000000,7350.000000,7116.422363,11852400
2021-01-04,7450.000000,7500.000000,7350.000000,7475.000000,7237.450195,8203000
2021-01-05,7475.000000,7500.000000,7375.000000,7375.000000,7140.627930,11869900
2021-01-06,7375.000000,7400.000000,7175.000000,7200.000000,6971.189453,24431200
2021-01-07,7200.000000,7250.000000,7125.000000,7200.000000,6971.189453,14692600
2021-01-08,7250.000000,7275.000000,7125.000000,7175.000000,6946.983887,24667000
2021-01-11,7175.000000,7350.000000,7100.000000,7200.000000,6971.189453,25591700
2021-01-12,7250.000000,7275.000000,7100.000000,7100.000000,6874.367676,20896700
2021-01-13,7200.000000,7200.000000,7000.000000,7025.000000,6801.750488,28188400
2021-01-14,7025.000000,7075.000000,7000.000000,7000.000000,6777.544922,27720000
2021-01-15,7000.000000,7050.000000,6925.000000,6950.000000,6729.134277,18780400
2021-01-18,6950.000000,7525.000000,6900.000000,7500.000000,7261.655762,44943900
2021-01-19,7800.000000,8000.000000,7525.000000,7575.000000,7334.271973,108575300
2021-01-20,7600.000000,7675.000000,7325.000000,7400.000000,7164.833496,34817000
2021-01-21,7400.000000,7500.000000,7325.000000,7325.000000,7092.217285,16702700
2021-01-22,7375.000000,7400.000000,7225.000000,7275.000000,7043.806152,14718800
2021-01-25,7275.000000,7325.000000,7025.000000,7250.000000,7019.600586,17025000
2021-01-26,7275.000000,7475.000000,7175.000000,7250.000000,7019.600586,17948000
2021-01-27,7325.000000,7350.000000,7050.000000,7125.000000,6898.572754,14628000
2021-01-28,7100.000000,7175.000000,6925.000000,7075.000000,6850.162109,20723700
2021-01-29,7075.000000,7225.000000,6900.000000,6925.000000,6704.928711,36432100
2021-02-01,6900.000000,7100.000000,6800.000000,7025.000000,6801.750488,15324400
2021-02-02,7100.000000,7125.000000,6950.000000,7000.000000,6777.544922,11678200
2021-02-03,7100.000000,7325.000000,7000.000000,7175.000000,6946.983887,16730800
2021-02-04,7250.000000,7325.000000,7175.000000,7300.000000,7068.011719,17606900
2021-02-05,7325.000000,7350.000000,7200.000000,7225.000000,6995.394531,11295000
2021-02-08,7225.000000,7250.000000,7100.000000,7100.000000,6874.367676,14010900
2021-02-09,7150.000000,7175.000000,7025.000000,7100.000000,6874.367676,10394200
2021-02-10,7150.000000,7150.000000,7025.000000,7150.000000,6922.778320,6019200
2021-02-11,7175.000000,7175.000000,7100.000000,7175.000000,6946.983887,3700200
2021-02-15,7175.000000,7175.000000,7025.000000,7050.000000,6825.956055,8252200
2021-02-16,7100.000000,7100.000000,7000.000000,7025.000000,6801.750488,11529000
2021-02-17,7000.000000,7100.000000,6975.000000,7100.000000,6874.367676,6980200
2021-02-18,7075.000000,7100.000000,6975.000000,6975.000000,6753.339844,11085900
2021-02-19,6975.000000,6975.000000,6900.000000,6950.000000,6729.134277,8791400
2021-02-22,6975.000000,7000.000000,6875.000000,6875.000000,6656.518066,14949100
2021-02-23,6900.000000,6925.000000,6800.000000,6850.000000,6632.312012,12860600
2021-02-24,6850.000000,6950.000000,6850.000000,6850.000000,6632.312012,10340700
2021-02-25,6850.000000,6900.000000,6750.000000,6775.000000,6559.695313,14021800
2021-02-26,6750.000000,7000.000000,6675.000000,7000.000000,6777.544922,26873400
2021-03-01,7000.000000,7000.000000,6800.000000,6825.000000,6608.106445,13054100
2021-03-02,6825.000000,6850.000000,6725.000000,6825.000000,6608.106445,17348900
2021-03-03,6825.000000,6900.000000,6775.000000,6875.000000,6656.518066,8276700
2021-03-04,6875.000000,6875.000000,6725.000000,6725.000000,6511.284668,10778200
2021-03-05,6700.000000,6750.000000,6675.000000,6725.000000,6511.284668,6029300
2021-03-08,6800.000000,6800.000000,6625.000000,6650.000000,6438.667969,10141900
2021-03-09,6700.000000,6700.000000,6475.000000,6550.000000,6341.845703,18687300
2021-03-10,6575.000000,6625.000000,6525.000000,6575.000000,6366.051270,6458000
2021-03-12,6575.000000,6700.000000,6575.000000,6700.000000,6487.079102,6978300
2021-03-15,6700.000000,6725.000000,6575.000000,6575.000000,6366.051270,12546500
2021-03-16,6575.000000,6650.000000,6525.000000,6550.000000,6341.845703,12107300
2021-03-17,6550.000000,6600.000000,6475.000000,6475.000000,6269.229492,10231700
2021-03-18,6500.000000,6600.000000,6500.000000,6600.000000,6390.256836,12740200
2021-03-19,6600.000000,6750.000000,6525.000000,6750.000000,6535.490234,24004400
2021-03-22,6750.000000,6775.000000,6675.000000,6700.000000,6487.079102,6044900
2021-03-23,6675.000000,6800.000000,6675.000000,6750.000000,6535.490234,8836500
2021-03-24,6725.000000,6750.000000,6550.000000,6575.000000,6366.051270,11037200
2021-03-25,6600.000000,6650.000000,6500.000000,6650.000000,6438.667969,10704500
2021-03-26,6650.000000,6700.000000,6600.000000,6600.000000,6390.256836,5548000
2021-03-29,6600.000000,6775.000000,6575.000000,6725.000000,6511.284668,11959200
2021-03-30,6700.000000,6725.000000,6525.000000,6550.000000,6341.845703,14708700
2021-03-31,6600.000000,6600.000000,6450.000000,6575.000000,6366.051270,14361800
2021-04-01,6575.000000,6700.000000,6525.000000,6625.000000,6414.462402,9105000
2021-04-05,6625.000000,6625.000000,6475.000000,6475.000000,6269.229492,5799200
2021-04-06,6500.000000,6525.000000,6450.000000,6475.000000,6269.229492,5009900
2021-04-07,6475.000000,6550.000000,6450.000000,6525.000000,6317.640625,5096500
2021-04-08,6525.000000,6800.000000,6525.000000,6600.000000,6390.256836,10879400
2021-04-09,6600.000000,6625.000000,6475.000000,6475.000000,6269.229492,9479200
2021-04-12,6500.000000,6550.000000,6300.000000,6325.000000,6123.996094,15823700
2021-04-13,6350.000000,6350.000000,6150.000000,6225.000000,6027.173828,12975200
2021-04-14,6250.000000,6325.000000,6225.000000,6300.000000,6099.791016,5450700
2021-04-15,6300.000000,6400.000000,6225.000000,6400.000000,6196.612793,8910100
2021-04-16,6400.000000,6450.000000,6250.000000,6325.000000,6123.996094,7481000
2021-04-19,6350.000000,6375.000000,6225.000000,6300.000000,6099.791016,7032700
2021-04-20,6300.000000,6300.000000,6150.000000,6225.000000,6027.173828,13695800
2021-04-21,6150.000000,6200.000000,6100.000000,6100.000000,5906.146484,14082200
2021-04-22,6100.000000,6150.000000,6075.000000,6125.000000,5930.352051,12095300
2021-04-23,6150.000000,6150.000000,6025.000000,6075.000000,5881.941406,11471100
2021-04-26,6075.000000,6200.000000,6075.000000,6125.000000,5930.352051,8628200
2021-04-27,6200.000000,6200.000000,6025.000000,6025.000000,5833.529785,10560300
2021-04-28,6025.000000,6075.000000,6000.000000,6075.000000,5881.941406,9453200
2021-04-29,6100.000000,6125.000000,6000.000000,6050.000000,5857.735352,21365800
2021-04-30,6050.000000,6100.000000,5925.000000,6000.000000,5809.324219,22253900
2021-05-03,6000.000000,6000.000000,5900.000000,5900.000000,5712.502441,11454300
2021-05-04,5900.000000,5950.000000,5700.000000,5750.000000,5567.269531,27736500
2021-05-05,5750.000000,5900.000000,5725.000000,5775.000000,5591.474609,23481700
2021-05-06,5750.000000,5775.000000,5550.000000,5550.000000,5373.625000,41445900
2021-05-07,5550.000000,5625.000000,5500.000000,5525.000000,5349.419922,32723800
2021-05-10,5550.000000,5875.000000,5550.000000,5700.000000,5518.858398,42701900
2021-05-11,5650.000000,5825.000000,5600.000000,5625.000000,5446.241699,28767800
2021-05-17,5650.000000,5725.000000,5500.000000,5600.000000,5422.036133,20202700
2021-05-18,5650.000000,5650.000000,5525.000000,5575.000000,5397.830566,12773900
2021-05-19,5550.000000,5550.000000,5425.000000,5450.000000,5276.802734,16176000
2021-05-20,5450.000000,5625.000000,5450.000000,5625.000000,5446.241699,20439300
2021-05-21,5650.000000,5675.000000,5550.000000,5575.000000,5397.830566,12760600
2021-05-24,5650.000000,5750.000000,5575.000000,5725.000000,5543.063965,19589000
2021-05-25,5750.000000,5750.000000,5575.000000,5675.000000,5494.652832,23086400
2021-05-27,5725.000000,5850.000000,5675.000000,5825.000000,5639.885742,53308600
2021-05-28,5850.000000,5850.000000,5625.000000,5775.000000,5591.474609,26276900
2021-05-31,5775.000000,5850.000000,5700.000000,5850.000000,5664.091309,17773400
2021-06-02,6000.000000,6000.000000,5725.000000,5850.000000,5664.091309,31109000
2021-06-03,5800.000000,5800.000000,5675.000000,5775.000000,5591.474609,21195800
2021-06-04,5775.000000,5775.000000,5650.000000,5650.000000,5470.447266,15902700
2021-06-07,5650.000000,5700.000000,5625.000000,5625.000000,5446.241699,18097900
2021-06-08,5575.000000,5575.000000,5450.000000,5475.000000,5396.954590,18894700
2021-06-09,5475.000000,5500.000000,5250.000000,5300.000000,5224.449219,41615400
2021-06-10,5375.000000,5425.000000,5275.000000,5300.000000,5224.449219,22243100
2021-06-11,5300.000000,5350.000000,5225.000000,5350.000000,5273.736328,23436200
2021-06-14,5350.000000,5375.000000,5250.000000,5250.000000,5175.162109,11521500
2021-06-15,5225.000000,5250.000000,5125.000000,5175.000000,5101.230957,26706500
2021-06-16,5150.000000,5275.000000,5100.000000,5200.000000,5125.874512,23034600
2021-06-17,5175.000000,5175.000000,5075.000000,5075.000000,5002.656738,19772100
2021-06-18,5075.000000,5075.000000,4900.000000,4900.000000,4830.151367,57214300
2021-06-21,4800.000000,5150.000000,4710.000000,5100.000000,5027.300293,34387400
2021-06-22,5100.000000,5125.000000,5000.000000,5050.000000,4978.012695,17867700
2021-06-23,5050.000000,5100.000000,4990.000000,4990.000000,4918.868164,9268200
2021-06-24,4990.000000,5050.000000,4960.000000,4960.000000,4889.295898,5114800
2021-06-25,5025.000000,5025.000000,4950.000000,5000.000000,4928.725586,13206100
2021-06-28,5025.000000,5100.000000,4900.000000,5025.000000,4953.369141,15756100
2021-06-29,5100.000000,5150.000000,4960.000000,5000.000000,4928.725586,17471600
2021-06-30,5000.000000,5000.000000,4950.000000,4950.000000,4879.438477,13308000
2021-07-01,4950.000000,5250.000000,4950.000000,5225.000000,5150.518555,24688000
2021-07-02,5200.000000,5200.000000,5075.000000,5150.000000,5076.587402,22708800
2021-07-05,5150.000000,5150.000000,4940.000000,4950.000000,4879.438477,20589900
2021-07-06,4960.000000,5025.000000,4930.000000,5000.000000,4928.725586,11307700
2021-07-07,4960.000000,4980.000000,4900.000000,4930.000000,4859.723633,19448300
2021-07-08,4950.000000,4960.000000,4860.000000,4860.000000,4790.721191,14979500
2021-07-09,4850.000000,4890.000000,4810.000000,4890.000000,4820.293457,13202300
2021-07-12,4900.000000,5075.000000,4900.000000,5025.000000,4953.369141,27418800
2021-07-13,5100.000000,5200.000000,5025.000000,5100.000000,5027.300293,29032400
2021-07-14,5100.000000,5125.000000,4910.000000,5100.000000,5027.300293,23386200
2021-07-15,5025.000000,5175.000000,5025.000000,5150.000000,5076.587402,14978400
2021-07-16,5150.000000,5200.000000,5050.000000,5150.000000,5076.587402,9184800
2021-07-19,5100.000000,5125.000000,5025.000000,5075.000000,5002.656738,7018000
2021-07-21,5075.000000,5150.000000,5050.000000,5125.000000,5051.943848,11283600
2021-07-22,5125.000000,5150.000000,5000.000000,5025.000000,4953.369141,20499500
2021-07-23,4960.000000,4960.000000,4800.000000,4800.000000,4731.576660,74486500
2021-07-26,4800.000000,4820.000000,4700.000000,4700.000000,4633.001953,33290700
2021-07-27,4700.000000,4700.000000,4460.000000,4500.000000,4435.853027,55131100
2021-07-28,4500.000000,4540.000000,4420.000000,4450.000000,4386.565918,17865300
2021-07-29,4450.000000,4460.000000,4330.000000,4330.000000,4268.276367,35079600
2021-07-30,4390.000000,4410.000000,4220.000000,4220.000000,4159.844238,59329000
2021-08-02,4220.000000,4400.000000,4210.000000,4400.000000,4337.278809,47024900
2021-08-03,4400.000000,4470.000000,4370.000000,4380.000000,4317.563477,25149400
2021-08-04,4400.000000,4420.000000,4300.000000,4330.000000,4268.276367,25519900
2021-08-05,4330.000000,4450.000000,4260.000000,4440.000000,4376.708496,47119200
2021-08-06,4440.000000,4480.000000,4400.000000,4420.000000,4356.993652,23050300
2021-08-09,4410.000000,4420.000000,4300.000000,4310.000000,4248.561523,17401800
2021-08-10,4300.000000,4320.000000,4220.000000,4250.000000,4189.416992,20393900
2021-08-12,4290.000000,4330.000000,4170.000000,4210.000000,4149.986816,28977900
2021-08-13,4230.000000,4260.000000,4210.000000,4250.000000,4189.416992,10076000
2021-08-16,4240.000000,4250.000000,4130.000000,4150.000000,4090.842285,17673100
2021-08-18,4170.000000,4280.000000,4150.000000,4230.000000,4169.702148,32100800
2021-08-19,4250.000000,4260.000000,4100.000000,4110.000000,4051.412598,18192800
2021-08-20,4090.000000,4120.000000,4050.000000,4070.000000,4011.982666,12646500
2021-08-23,4080.000000,4140.000000,4030.000000,4060.000000,4002.125244,22533200
2021-08-24,4060.000000,4100.000000,4040.000000,4080.000000,4021.840088,18406800
2021-08-25,4110.000000,4180.000000,4100.000000,4170.000000,4110.557129,22682800
2021-08-26,4170.000000,4170.000000,4050.000000,4090.000000,4031.697510,19988900
2021-08-27,4060.000000,4070.000000,4010.000000,4030.000000,3972.552979,21212400
2021-08-30,4040.000000,4130.000000,4030.000000,4130.000000,4071.127441,21892200
2021-08-31,4110.000000,4150.000000,4050.000000,4050.000000,3992.267822,38977800
